processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	coord_verbatim	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers	coord_verbatim
GBCM17636-19	MK887530	10878715	Eve_Severobaikalsk_S14		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.6181	109.354							Russia															
GBCM17638-19	MK887521	10878717	Eve_Severobaikalsk_S2		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.6181	109.354							Russia															
GBCM17645-19	MK887526	10878724	Eve_Severobaikalsk_S9		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									55.6181	109.354							Russia															
GBCM17673-19	MK887561	10878752	Eve_UstBarguzin_UB3		Mined from GenBank, NCBI		BOLD:AAY3465	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									53.3784	108.982							Russia															
GBCM17677-19	MK887565	10878756	Eve_Warnachka_W1		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9036	105.102							Russia															
GBCM17678-19	MK887570	10878757	Eve_Warnachka_W10		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9036	105.102							Russia															
GBCM17680-19	MK887572	10878759	Eve_Warnachka_W12		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									51.9036	105.102							Russia															
GBCM17690-19	MK887578	10878769	Eve_Zavorotnaya_Z5		Mined from GenBank, NCBI		BOLD:ADC7414	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	303258	Eulimnogammarus verrucosus																									54.2839	108.468							Russia															
COAPP113-12	11NJBaikal018	2438110		Bolshiye Koty	Centre for Biodiversity Genomics		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus			Lev Yampolsky																				12Amphi011-012	Coordinates approximate BIOUG01357 B6	51.9	105.07							Russia	Irkutskaya Oblast	Bolshiye Koty	Lake Baikal Western Shore	Freshwater lakeshore	1532243	http://www.boldsystems.org/pics/COAPP/bioug01357-b06+1329427886.JPG	Lateral		CBG Photography Group	2012	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group		
GBCM14520-19	NC_033360	10058029			Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																								"59.0394
98.6705
Coordinates from country centroid 
Real from the article"	51.6466666666667	103.753888888889							Russia															
GBCM17190-19	MK887579	10878269	Ecy_Baikalsk_A1		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.5288	104.151							Russia															
GBCM17191-19	MK887585	10878270	Ecy_Baikalsk_A14		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.5288	104.151							Russia															
GBCM17193-19	MK887580	10878272	Ecy_Baikalsk_A2		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.5288	104.151							Russia															
GBCM17198-19	MK887592	10878277	Ecy_Baikalskoe_B10		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									55.3569	109.199							Russia															
GBCM17201-19	MK887595	10878280	Ecy_Baikalskoe_B16		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									55.3569	109.199							Russia															
GBCM17202-19	MK887596	10878281	Ecy_Baikalskoe_B17		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									55.3569	109.199							Russia															
GBCM17208-19	MK887597	10878287	Ecy_Bolshie_Koty_2012_2K1		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.9032	105.069							Russia															
GBCM17212-19	MK887604	10878291	Ecy_Bolshie_Koty_2012_2K15		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.9032	105.069							Russia															
GBCM17215-19	MK887600	10878294	Ecy_Bolshie_Koty_2012_2K6		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.9032	105.069							Russia															
GBCM17223-19	MK887609	10878302	Ecy_Bolshie_Koty_2013_3K6		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.9032	105.069							Russia															
GBCM17224-19	MK887610	10878303	Ecy_Bolshie_Koty_2013_3K7		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.9032	105.069							Russia															
GBCM17227-19	MK887616	10878306	Ecy_Bolshoy_Ushkaniy_BU1		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.8504	108.658							Russia															
GBCM17228-19	MK887623	10878307	Ecy_Bolshoy_Ushkaniy_BU10		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.8504	108.658							Russia															
GBCM17229-19	MK887624	10878308	Ecy_Bolshoy_Ushkaniy_BU11		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.8504	108.658							Russia															
GBCM17230-19	MK887625	10878309	Ecy_Bolshoy_Ushkaniy_BU12		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.8504	108.658							Russia															
GBCM17231-19	MK887617	10878310	Ecy_Bolshoy_Ushkaniy_BU2		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.8504	108.658							Russia															
GBCM17233-19	MK887619	10878312	Ecy_Bolshoy_Ushkaniy_BU6		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.8504	108.658							Russia															
GBCM17236-19	MK887622	10878315	Ecy_Bolshoy_Ushkaniy_BU9		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.8504	108.658							Russia															
GBCM17237-19	MK887626	10878316	Ecy_Kluevka_V1		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																								51.6942	51.6942	105.762							Russia															
GBCM17238-19	MK887627	10878317	Ecy_Kluevka_V2		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																								Was 52.6942	51.6942	105.762							Russia															
GBCM17239-19	MK887628	10878318	Ecy_Kluevka_V3		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																								Was 53.6942	51.6942	105.762							Russia															
GBCM17240-19	MK887629	10878319	Ecy_Kluevka_V5		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																								Was 54.6942	51.6942	105.762							Russia															
GBCM17241-19	MK887630	10878320	Ecy_Kluevka_V6		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																								Was 55.6942	51.6942	105.762							Russia															
GBCM17242-19	MK887631	10878321	Ecy_Kluevka_V7		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																								Was 56.6942	51.6942	105.762							Russia															
GBCM17243-19	MK887632	10878322	Ecy_Kluevka_V8		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																								Was 57.6942	51.6942	105.762							Russia															
GBCM17244-19	MK887633	10878323	Ecy_Kluevka_V9		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																								Was 58.6942	51.6942	105.762							Russia															
GBCM17245-19	MK887634	10878324	Ecy_Kotelnikovskyi_N3		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									55.0667	109.107							Russia															
GBCM17250-19	MK887641	10878329	Ecy_Listvyanka_Y12		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.8706	104.828							Russia															
GBCM17254-19	MK887646	10878333	Ecy_Maloe_More_2012_2M11		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.2036	107.344							Russia															
GBCM17260-19	MK887644	10878339	Ecy_Maloe_More_2012_2M5		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.2036	107.344							Russia															
GBCM17264-19	MK887661	10878343	Ecy_Maloe_More_2013_3M13		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.2036	107.344							Russia															
GBCM17268-19	MK887655	10878347	Ecy_Maloe_More_2013_3M5		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.2036	107.344							Russia															
GBCM17270-19	MK887657	10878349	Ecy_Maloe_More_2013_3M7		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.2036	107.344							Russia															
GBCM17274-19	MK887671	10878353	Ecy_Onguryon_Q10		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6169	107.617							Russia															
GBCM17276-19	MK887663	10878355	Ecy_Onguryon_Q2		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6169	107.617							Russia															
GBCM17278-19	MK887665	10878357	Ecy_Onguryon_Q4		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6169	107.617							Russia															
GBCM17283-19	MK887670	10878362	Ecy_Onguryon_Q9		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6169	107.617							Russia															
GBCM17284-19	MK887673	10878363	Ecy_Pokoiniki_shallow_bay_P1		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									54.0118	108.243							Russia															
GBCM17286-19	MK887682	10878365	Ecy_Pokoiniki_Solnechnaya_H10		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									54.0299	108.257							Russia															
GBCM17291-19	MK887679	10878370	Ecy_Pokoiniki_Solnechnaya_H7		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									54.0299	108.257							Russia															
GBCM17292-19	MK887680	10878371	Ecy_Pokoiniki_Solnechnaya_H8		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									54.0299	108.257							Russia															
GBCM17295-19	MK887688	10878374	Ecy_Port_Baikal_Pb12		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.8707	104.812							Russia															
GBCM17303-19	MK887685	10878382	Ecy_Port_Baikal_Pb7		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.8707	104.812							Russia															
GBCM17305-19	MK887694	10878384	Ecy_Severobaikalsk_S1		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									55.6181	109.354							Russia															
GBCM17308-19	MK887701	10878387	Ecy_Severobaikalsk_S13		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									55.6181	109.354							Russia															
GBCM17309-19	MK887702	10878388	Ecy_Severobaikalsk_S14		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									55.6181	109.354							Russia															
GBCM17313-19	MK887697	10878392	Ecy_Severobaikalsk_S7		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									55.6181	109.354							Russia															
GBCM17319-19	MK887715	10878398	Ecy_Svyatoy_Nos_SN11		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6916	108.696							Russia															
GBCM17320-19	MK887707	10878399	Ecy_Svyatoy_Nos_SN2		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6916	108.696							Russia															
GBCM17321-19	MK887708	10878400	Ecy_Svyatoy_Nos_SN3		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6916	108.696							Russia															
GBCM17322-19	MK887709	10878401	Ecy_Svyatoy_Nos_SN4		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6916	108.696							Russia															
GBCM17323-19	MK887710	10878402	Ecy_Svyatoy_Nos_SN5		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6916	108.696							Russia															
GBCM17324-19	MK887711	10878403	Ecy_Svyatoy_Nos_SN6		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6916	108.696							Russia															
GBCM17326-19	MK887713	10878405	Ecy_Svyatoy_Nos_SN9		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									53.6916	108.696							Russia															
GBCM17327-19	MK887723	10878406	Ecy_UlanNur_UN10		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									52.8333	106.709							Russia															
GBCM17329-19	MK887717	10878408	Ecy_UlanNur_UN3		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									52.8333	106.709							Russia															
GBCM17330-19	MK887718	10878409	Ecy_UlanNur_UN4		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									52.8333	106.709							Russia															
GBCM17331-19	MK887719	10878410	Ecy_UlanNur_UN5		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									52.8333	106.709							Russia															
GBCM17333-19	MK887721	10878412	Ecy_UlanNur_UN7		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									52.8333	106.709							Russia															
GBCM17334-19	MK887722	10878413	Ecy_UlanNur_UN8		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									52.8333	106.709							Russia															
GBCM17335-19	MK887724	10878414	Ecy_Zavorotnaya_Z1		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									54.2839	108.468							Russia															
GBCM17338-19	MK887725	10878417	Ecy_Zavorotnaya_Z2		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									54.2839	108.468							Russia															
GBCM17341-19	MK887728	10878420	Ecy_Zavorotnaya_Z6		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									54.2839	108.468							Russia															
GBCM17344-19	MK887731	10878423	Ecy_Zavorotnaya_Z9		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									54.2839	108.468							Russia															
GBCMA2695-10	FJ756323	1528882	FJ756323		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																																	Russia															
COAPP114-12	11NJBaikal019	2438111		Bolshiye Koty	Centre for Biodiversity Genomics		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus			Lev Yampolsky																				12Amphi011-012	Coordinates approximate BIOUG01357 B7	51.9	105.07							Russia	Irkutskaya Oblast	Bolshiye Koty	Lake Baikal Western Shore	Freshwater lakeshore	1532244	http://www.boldsystems.org/pics/COAPP/bioug01357-b07+1329430670.JPG	Lateral		CBG Photography Group	2012	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group		
FCFC097-04	MaGam008	36614					BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																							AY061801																									
GBCM17192-19	MK887586	10878271	Ecy_Baikalsk_A15		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.5288	104.151							Russia															
GBCM17194-19	MK887581	10878273	Ecy_Baikalsk_A3		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.5288	104.151							Russia															
GBCM17195-19	MK887582	10878274	Ecy_Baikalsk_A5		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.5288	104.151							Russia															
GBCM17196-19	MK887583	10878275	Ecy_Baikalsk_A7		Mined from GenBank, NCBI		BOLD:AAJ0287	20	Arthropoda	69	Malacostraca	326	Amphipoda	774726	Eulimnogammaridae	527072	Eulimnogammarinae	5286	Eulimnogammarus	8826	Eulimnogammarus cyaneus																									51.5288	104.151							Russia															
